Gene_ID	P09	P08	P07	P06	P05	P03	N11	N10	N04	N03	N02	N01	blast_hit_description	KEEG_ortholog_ID
SSCG00000006150	75.90229005	82.5613648	88.75620151	90.56973757	85.93966417	103.4981073	45.14249209	54.27222911	52.40718926	77.6030643	53.61391034	67.2774259	542225176:PREDICTED: transcription factor ETV6 isoform X2 [Oreochromis niloticus]	K03211
SSCG00000006151	28.62440606	35.72706875	21.94250537	64.07717263	38.7159264	48.21340404	149.6504532	107.3539706	74.6802447	60.13318015	105.1776943	70.91571016	765159033:PREDICTED: ras-related and estrogen-regulated growth inhibitor [Oryzias latipes]	K07855
SSCG00000006152	26.43976451	24.83208145	21.28505203	24.56749966	18.9541114	18.32109353	17.1603309	20.02820326	17.10129334	18.32805389	23.3590154	17.63642879	657556846:PREDICTED: R polymerase II-associated protein 3 [Stegastes partitus]	
SSCG00000006153	96.90845889	67.91680395	111.1096152	77.73596909	79.37034147	55.04363627	65.08557935	61.83532684	68.68100067	84.65231579	100.8289415	63.5774758	734617028:PREDICTED: leucine-rich repeats and immunoglobulin-like domains protein 3 [Larimichthys crocea]	
SSCG00000006154	27.78415931	8.701840506	24.98322709	15.40052218	17.5002449	8.99983542	15.76895272	11.62476133	16.7565092	12.3821635	9.753631429	7.64656353	734617012:PREDICTED: metalloproteise inhibitor 3 isoform X1 [Larimichthys crocea]	K16866
SSCG00000006155	57.69694373	71.80787085	56.13007929	79.93604368	63.91627905	66.05236353	56.19621875	68.0678796	70.19805088	57.98775579	64.05091722	86.39383472	348515325:PREDICTED: ADP-ribosylation factor-like protein 1 [Oreochromis niloticus]	K07942
SSCG00000006158	4.761398269	3.325093527	2.465450042	2.841763021	3.769283516	2.008891835	1.932469696	2.380975212	2.620359463	1.961530851	2.050126351	1.109985029	657556866:PREDICTED: protein LCHN-like [Stegastes partitus]	
SSCG00000006159	70.18861213	69.68547072	59.74607268	69.3023498	69.89328577	49.01696077	50.55340724	91.24737358	60.54409497	48.79307992	88.9009336	45.07772533	548427358:PREDICTED: plexin-C1 [Pundamilia nyererei]	K06572
SSCG00000006160	21.34226754	21.71922793	17.91560364	26.03421606	25.73882172	24.18705769	19.32469696	22.75932188	19.58373915	21.33164801	20.25276335	27.93462322	348515335:PREDICTED: mitochondrial inner membrane protease ATP23 homolog [Oreochromis niloticus]	K18156
SSCG00000006161	41.11607446	45.2778693	39.20065567	36.20956107	66.87785896	28.36555271	44.67869936	33.12356693	39.23643512	36.5335121	45.84828022	38.72614433	808859475:Small subunit processome component 20 [Larimichthys crocea]	K14772
SSCG00000006163	30.24888312	27.66194828	29.83194551	25.39252764	47.00835014	27.64235165	36.56232664	30.53250567	48.20082276	54.61637464	21.37101409	78.62393952	432941543:PREDICTED: monocarboxylate transporter 2 isoform X1 [Oryzias latipes]	K08184
SSCG00000006164	35.90654459	32.18973521	36.24211562	26.85924404	32.25429752	29.73159916	20.48417877	20.51840404	16.41172506	19.98309555	25.09851654	16.83477293	734617046:PREDICTED: mitogen-activated protein kise 11 [Larimichthys crocea]	K04441
SSCG00000006165	2.40870736	1.556426757	2.13672337	1.741725722	1.453866499	0.562489714	1.08218303	1.960803116	1.861834355	2.206722207	2.485001638	0.924987524		
SSCG00000006168	4.705381819	1.414933416	1.479270025	0.641688424	0.700009796	0.964268081	2.937353937	2.030831799	1.586007044	6.681464462	0.931875614	1.109985029	657784928:PREDICTED: VIP peptides [Cynoglossus semilaevis]	K05264
SSCG00000006169	50.13472295	41.24530907	41.00865236	40.24303117	42.16212847	30.85657858	12.52240363	41.52700885	47.85603862	19.92179771	27.58351818	40.57611938	542200578:PREDICTED: bcl-2-like protein 11 [Oreochromis niloticus]	
SSCG00000006170	9.130681387	8.560347165	7.396350126	12.46708938	10.71553457	11.73192832	10.20343999	12.53513421	9.309171777	10.11414345	11.12038233	12.64149616	736233172:PREDICTED: peptide chain release factor 1-like, mitochondrial [Notothenia coriiceps]	K02835
SSCG00000006171	14.11614546	11.88544069	13.39561189	13.01710803	12.16940107	18.08002651	12.29050726	15.68642493	17.65294796	15.81484249	13.29475876	15.60145623	57525974:desumoylating isopeptidase 2 [Danio rerio]	
SSCG00000006172	0.840246753	0.990453391	1.561451693	1.283376848	3.338508257	2.249958855	1.545975756	5.602294618	4.964891615	1.042063265	3.541127334	2.281635892	657587871:PREDICTED: F-box only protein 5 [Stegastes partitus]	K10292
SSCG00000006173	12.9398	10.96573397	13.97088357	36.02622152	13.83865519	12.6961964	10.1261412	7.563097734	12.89492683	14.15980083	24.97426646	13.87481286	657573502:PREDICTED: rho guanine nucleotide exchange factor 33 isoform X2 [Stegastes partitus]	
SSCG00000006174	24.47918875	31.27002849	24.40795541	24.65916944	34.94664288	19.68713998	23.4988315	26.96104285	26.6173356	23.29317886	21.80588937	23.86467811	657587867:PREDICTED: aphase-promoting complex subunit 1 [Stegastes partitus]	K03348
SSCG00000006175	17.92526407	15.84725426	12.98470355	27.04258359	13.46172684	15.74971198	14.45487332	18.6276296	8.550646669	9.807654256	16.02826057	9.619870247		
SSCG00000006177	8.906615586	22.49744131	20.29887201	21.90907619	19.22334593	18.7228719	14.84136726	15.12619547	15.10154533	12.74995053	15.15850999	26.45464318	734619431:PREDICTED: ribosomal protein 63, mitochondrial [Larimichthys crocea]	
SSCG00000006180	176.5078347	164.2030229	151.2142692	239.7164613	164.6638427	173.8093215	157.6895272	224.7220428	188.0452699	256.4701588	218.1210188	164.3394501	657597175:PREDICTED: cytochrome P450 3A30-like isoform X1 [Stegastes partitus]	
SSCG00000006181	8.290434633	6.720933724	9.286528491	6.416884241	11.03861601	9.562325134	10.74453151	9.52390085	10.13665371	8.397803956	11.43100754	8.879880228	808858895:Protein-cysteine N-palmitoyltransferase HHAT [Larimichthys crocea]	
SSCG00000006182	8.682549785	9.763040568	9.039983487	12.10041028	13.19249231	11.97299534	9.58504969	9.874044263	13.65345194	12.44346134	14.1023843	14.73813455	808871765:Metaxin-2 [Larimichthys crocea]	K17776
SSCG00000006183	61.7861446	52.14029637	41.4195607	53.71848807	49.16222643	29.08875377	79.84964782	45.44861508	50.95909588	38.86282999	47.27715616	29.22960575	768915755:PREDICTED: cadherin-5 [Takifugu rubripes]	K06533
SSCG00000006188	8.682549785	12.23917405	9.861800168	8.158609963	11.90016653	8.276634359	7.729878782	7.843212465	9.860826401	7.662229887	7.20650475	9.311541073	734619177:PREDICTED: 85/88 kDa calcium-independent phospholipase A2 [Larimichthys crocea]	K16343
SSCG00000006190	27.11196191	26.45925487	22.43559538	29.05931863	19.7079681	32.38333638	19.55659332	22.05903506	21.58348716	24.1513486	22.48926482	19.17807466	736186415:PREDICTED: dynein light chain 4, axonemal [Notothenia coriiceps]	K10412
SSCG00000006191	31.98539308	9.480053885	13.47779356	14.5754942	26.97730059	18.96393892	11.90401332	16.87691254	9.998740057	11.27880239	10.87188217	8.756548558	348543860:PREDICTED: neutrophil cytosol factor 4 [Oreochromis niloticus]	K08012
SSCG00000006192	4.089200866	2.476133477	7.314168458	1.741725722	2.04618248	1.446402121	6.724994541	2.380975212	4.620107475	4.106955219	5.529128645	0.801655854	657580939:PREDICTED: dynein heavy chain domain-containing protein 1-like [Stegastes partitus]	
SSCG00000006195	8.402467534	6.933173737	5.670535096	8.066940188	6.677016514	5.865964158	6.802293328	5.742351983	5.516546238	6.620166622	7.455004914	4.069945105	974081840:PREDICTED: chromobox protein homolog 6 [Cyprinodon variegatus]	K11453
SSCG00000006197	12.32361905	10.54125395	8.875620151	16.7755688	13.67711447	13.33904178	7.420683631	6.372610127	10.13665371	10.60452616	9.13238102	9.804867752	734647342:PREDICTED: platelet-derived growth factor subunit A-like [Larimichthys crocea]	K04359
SSCG00000006198	59.54548659	59.63944347	61.14316104	57.66028839	89.1166317	56.1686157	100.1019302	37.81548867	75.36981298	64.24013537	45.22702981	48.22268291	734623235:PREDICTED: bifunctiol 3'-phosphoadenosine 5'-phosphosulfate synthase 1 isoform X1 [Larimichthys crocea]	K13811
SSCG00000006199	84.41679049	103.360886	78.15476633	86.16958837	67.68556257	53.67758983	62.30282298	68.97825248	72.47362621	73.12832204	81.0110534	79.73392455	768942844:PREDICTED: bromodomain-containing protein 4-like [Takifugu rubripes]	K11722
SSCG00000006200	102.398071	103.9976061	106.6718051	97.99498933	93.4782312	80.43602907	77.29878782	92.36783251	111.0894499	104.2676243	98.9030652	112.7251462	657578533:PREDICTED: A-kise anchor protein 8-like [Stegastes partitus]	K15978
SSCG00000006201	3.473019914	4.669280272	3.780356731	5.041837618	4.792374756	3.133871262	3.323847876	2.591061261	3.103057259	5.026422806	1.863751229	4.686603454	658830712:PREDICTED: dJ homolog subfamily A member 3, mitochondrial-like [Poecilia reticulata]	
SSCG00000006202	75.90229005	58.93197676	59.91043602	56.01023244	69.30096979	45.72237816	48.38904118	59.10420821	55.99294432	61.72692397	51.1289087	50.07265795	657578524:PREDICTED: lysophosphatidic acid receptor 2-like [Stegastes partitus]	K04291
SSCG00000006205	85.14500434	47.75400278	51.61008754	79.38602503	39.68517073	61.79351284	31.22871028	20.23828931	25.65194001	40.08878677	34.47939773	15.78645374	734636842:PREDICTED: zinc finger protein GLIS2-like [Larimichthys crocea]	K09233
SSCG00000006206	27.95220866	26.31776153	18.57305698	22.45909484	17.17716345	15.18722227	18.78360544	26.89101416	20.27330743	21.14775449	19.5693879	20.96638387	734623247:PREDICTED: cytochrome P450 2U1 [Larimichthys crocea]	K07422
SSCG00000006207	80.71970477	61.12512356	65.17006277	37.03458905	57.77773161	63.48098198	105.1263514	73.46008817	117.9161758	93.78569382	95.4240629	61.66583492	657578544:PREDICTED: vasorin-like [Stegastes partitus]	
SSCG00000006209	9.186697837	4.740026943	9.368710159	7.700261089	5.169303108	11.89263966	0.927585454	2.100860482	0.827481936	1.164658943	0.931875614	1.356648368	831494067:PREDICTED: dickkopf-related protein 2 [Fundulus heteroclitus]	K02165
SSCG00000006210	16.35680347	14.92754754	19.64141867	15.12551285	21.26952841	19.76749565	22.41664847	14.63599469	18.41147307	18.69584092	16.58738593	15.84811957	734623245:PREDICTED: TBC domain-containing protein kise-like protein [Larimichthys crocea]	K17544
SSCG00000006211	855.4832278	638.7009438	781.5476633	616.1125569	1153.293062	913.0011611	667.3977341	772.6964851	696.1881353	502.5809828	695.6762086	487.1600959	908458226:PREDICTED: hydroperoxide isomerase ALOXE3-like [Oreochromis niloticus]	K18684
SSCG00000006212	46.49365369	63.38901702	105.2747168	17.69226655	56.53925274	56.89181676	62.92121329	49.93045078	50.40744125	98.9347123	137.1720904	43.28941611	808857204:Arachidote 15-lipoxygese B [Larimichthys crocea]	
SSCG00000006213	2.968871862	2.405386807	2.383268374	5.408516717	3.230814442	3.776716649	2.241664847	2.240917847	2.413488979	2.390615725	2.050126351	2.836628406	657526849:PREDICTED: TBC domain-containing protein kise-like protein [Stegastes partitus]	
SSCG00000006214	15.68460606	12.30992072	10.10834517	17.96727587	14.80789953	14.7854439	11.67211696	9.52390085	10.61935151	14.15980083	11.12038233	17.51309712	348529550:PREDICTED: aminoacyl tR synthase complex-interacting multifunctiol protein 1 [Oreochromis niloticus]	
SSCG00000006216	17.58916537	11.74394735	21.44941536	35.10952377	19.38488665	23.70492365	32.46549089	27.52127231	21.58348716	26.60326217	37.21289953	19.85639884	657526839:PREDICTED: nephronectin isoform X3 [Stegastes partitus]	K06824
SSCG00000006219	8.178401733	10.11677392	8.46471181	11.27538231	12.33094179	10.44623754	11.28562302	12.81524894	11.44683344	9.685058577	11.30675745	11.09985029	734622563:PREDICTED: integrator complex subunit 12 [Larimichthys crocea]	K13149
SSCG00000006220	21.51031689	27.94493496	30.57158052	25.75920674	42.80829136	33.02618176	43.1327236	36.76505843	39.71913292	31.69098281	28.88814404	33.11455335	734622565:PREDICTED: inorganic pyrophosphatase-like [Larimichthys crocea]	K01507
SSCG00000006221	86.4333827	105.4125395	109.9590719	47.66828293	115.7708509	105.6677105	137.8237387	111.6957489	125.087686	134.4261611	116.3602017	117.1034205	657526820:PREDICTED: methylcytosine dioxygese TET2 [Stegastes partitus]	
SSCG00000006222	17.70119827	18.11114772	14.71051858	20.0756807	23.42340471	17.91931517	14.53217211	20.37834667	21.03183253	19.49271283	16.77376106	16.71144126	734622608:PREDICTED: glutathione S-transferase C-termil domain-containing protein [Larimichthys crocea]	
SSCG00000006223	35.34638009	34.52437534	24.32577375	44.00149194	26.60037224	22.57994422	38.18560118	22.05903506	32.40970915	19.73790419	20.43913847	36.1978451	657526823:PREDICTED: rho guanine nucleotide exchange factor 38 [Stegastes partitus]	
SSCG00000006224	10.47507619	9.409307214	6.985441785	13.842136	11.46939127	9.080191093	5.797409087	7.843212465	7.51629425	7.355740692	4.721503112	10.29819443	657589051:PREDICTED: uncharacterized protein LOC103371365 [Stegastes partitus]	
SSCG00000006225	18.70949438	18.96010777	19.805782	32.17609098	32.41583824	26.11559385	34.55255816	28.50167387	31.16848625	20.65737178	29.19876925	33.5462142	657761414:PREDICTED: hydroxyacyl-coenzyme A dehydrogese, mitochondrial-like [Cynoglossus semilaevis]	K00022
SSCG00000006226	87.38566235	87.30139175	80.5380347	92.95315171	101.5552673	79.15033829	80.69993449	97.47992634	75.23189933	74.23168315	71.25742197	104.955251	908458262:PREDICTED: calcium uniporter regulatory subunit MCUb, mitochondrial isoform X1 [Oreochromis niloticus]	
SSCG00000006227	8.850599135	7.21616042	7.560713462	12.37541961	10.82322838	14.30330986	8.812061812	9.804015581	7.585251078	8.704293152	11.18250737	9.743201917	908457913:PREDICTED: snR-activating protein complex subunit 3 [Oreochromis niloticus]	K15210
SSCG00000006228	3.360987013	2.68837349	3.698175063	3.116772345	5.977006718	4.821340404	4.715226057	6.862810906	5.44758941	10.29803697	6.398879218	6.659910171	551492221:PREDICTED: lymphoid enhancer-binding factor 1 isoform X2 [Xiphophorus maculatus]	
SSCG00000006230	128.3336875	152.4590755	132.9699389	118.2540096	134.4557277	135.6403767	188.4544447	251.2629136	194.7340822	145.7662614	177.3669919	244.0733746	657526883:PREDICTED: caspase-6 [Stegastes partitus]	K04396
SSCG00000006231	21.67836624	28.0864283	27.44867713	26.40089516	28.59270781	28.20484136	27.82756362	29.76219016	28.06542899	32.3039612	25.09851654	27.25629903	736298667:PREDICTED: E3 ubiquitin-protein ligase Topors [Notothenia coriiceps]	K10631
SSCG000000062314	13.55598095	16.48397429	14.38179191	21.81740642	27.56961657	23.46385663	23.26693513	20.37834667	17.85981845	15.38575761	13.85388413	18.74641382	657760596:PREDICTED: PC4 and SFRS1-interacting protein isoform X1 [Cynoglossus semilaevis]	
SSCG00000006233	51.92724936	53.48448311	50.78827086	59.49368389	77.48569971	55.04363627	62.53471935	55.60277408	43.99445625	45.23780525	52.06078432	67.09242839	551511320:PREDICTED: S-methyl-5'-thioadenosine phosphorylase [Xiphophorus maculatus]	K00772
SSCG00000006235	15.23647446	18.67712109	15.53233526	16.86723858	20.89260006	19.928207	16.07814787	19.11783038	19.30791183	16.3052252	23.29689036	21.64470806	47219936:unmed protein product [Tetraodon nigroviridis]	K01047
SSCG00000006236	69.12429958	65.01619045	61.80061438	70.7690662	69.24712288	80.11460637	58.43788359	69.95865404	57.44103771	65.95647487	63.30541673	68.8807376	734649549:PREDICTED: dJ homolog subfamily B member 14 [Larimichthys crocea]	K09520
SSCG00000006237	5.601645022	5.871973675	6.574533445	6.508554015	7.646260847	5.705252811	6.956890904	10.22418768	7.033596454	11.40139807	7.82775516	11.40817946	928029622:PREDICTED: lymphoid enhancer-binding factor 1 isoform X2 [Austrofundulus limeus]	K04492
SSCG00000006238	2.016592208	1.83941344	0.575271676	1.283376848	1.507713406	1.285690774	1.545975756	1.190487606	2.827229947	2.268020047	2.422876597	1.109985029	768913598:PREDICTED: plexin-A3 isoform X2 [Takifugu rubripes]	
SSCG00000006239	8.906615586	8.418853823	6.985441785	8.158609963	9.42320879	2.973159916	2.318963635	6.44263881	4.137409679	4.04565738	4.845753194	5.673256812	583975328:PREDICTED: PX domain-containing protein kise-like protein-like isoform X1 [Neolamprologus brichardi]	
SSCG00000006240	20.05388918	27.02522824	24.07922874	22.00074597	16.96177582	12.77655207	40.89105876	61.97538421	24.82445807	53.20652434	42.86627826	50.19598962	583990814:PREDICTED: GTPase IMAP family member 4-like [Neolamprologus brichardi]	
SSCG00000006241	0.840246753	0.990453391	0.41090834	2.016735047	1.507713406	2.892804242	1.236780605	0.980401558	3.240970915	1.042063265	0.372750246	0.493326679	961937193:PREDICTED: guanidinoacetate N-methyltransferase [Poecilia latipin]	K00542
SSCG00000006242	13.83606321	14.57381418	13.31343023	31.7177421	16.58484747	37.04396543	10.20343999	3.781548867	24.68654442	22.31241343	36.15677383	22.56969558	734625744:PREDICTED: angiopoietin-related protein 4-like [Larimichthys crocea]	
SSCG00000006243	11.2593065	7.003920408	10.27270851	8.708628612	6.084700533	4.178495016	10.43533636	3.921606232	9.447085433	12.3821635	8.449005569	6.043251822	734625760:PREDICTED: transmembrane protein 79-like [Larimichthys crocea]	
SSCG00000006244	58.08905888	59.35645679	56.95189597	77.36928999	66.4470837	77.06109078	68.87321995	62.25549894	60.33722448	63.25936995	58.08691329	81.83056294	734625724:PREDICTED: DH dehydrogese [ubiquinone] iron-sulfur protein 7, mitochondrial [Larimichthys crocea]	K03940
SSCG00000006245	132.9270364	92.18291203	70.59405287	90.93641667	69.89328577	78.90927127	73.27925086	59.45435163	76.95582002	74.10908747	82.56417943	59.56919653	542231023:PREDICTED: KN motif and ankyrin repeat domain-containing protein 3 [Oreochromis niloticus]	
SSCG00000006246	39.93972901	34.52437534	32.95484889	41.61807779	30.47734957	35.19578495	31.46060664	28.22155914	26.6173356	31.5070893	39.82215125	32.497895	657544187:PREDICTED: CTD small phosphatase-like protein 2 [Stegastes partitus]	K17616
